Token Symbol|Swap|Token Contract|LP Pair Contract
XOR|UNI|0x40fd72257597aa14c7231a7b1aaa29fce868f677|0x01962144d41415cca072900fe87bbe2992a99f10
REN|UNI|0x408e41876cccdc0f92210600ef50372656052a38|0x8bd1661da98ebdd3bd080f0be4e6d9be8ce9858c
LRC|UNI|0xbbbbca6a901c926f240b89eacb641d8aec7aeafd|0x8878df9e1a7c87dcbf6d3999d997f262c05d8c70
CVP|UNI|0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1|0x12d4444f96c644385d8ab355f6ddf801315b6254
JUL|UNI|0x5580ab97f226c324c671746a1787524aef42e415|0x93d2707e73b4f096c274929bb2e4f631c7e61502
KEEP|UNI|0x85eee30c52b0b379b046fb0f85f4f3dc3009afec|0xe6f19dab7d43317344282f803f8e8d240708174a
RMPL|UNI|0xe17f017475a709de58e976081eb916081ff4c9d5|0x6a3d23fa07c455f88d70c29d230467c407a3964b
OWL|UNI|0x2a7f709ee001069771ceb6d42e85035f7d18e736|0x414fbf662fc98415dbee27c72013a6f3a937ed66
RARI|UNI|0xfca59cd816ab1ead66534d82bc21e7515ce441cf|0x86fef14c27c78deaeb4349fd959caa11fc5b5d75
SUSHI|UNI|0x6b3595068778dd592e39a122f4f5a5cf09c90fe2|0xce84867c3c02b05dc570d0135103d3fb9cc19433
ORN|UNI|0x0258f474786ddfd37abce6df6bbb1dd5dfc4434a|0x6c8b0dee9e90ea9f790da5daf6f5b20d23b39689
Chartex|UNI|0x1d37986f252d0e349522ea6c3b98cb935495e63e|0x960d228bb345fe116ba4cba4761aab24a5fa7213
XIO|UNI|0x0f7f961648ae6db43c75663ac7e5414eb79b5704|0xe0cc5afc0ff2c76183416fb8d1a29f6799fb2cdf
YFL|UNI|0x28cb7e841ee97947a86b06fa4090c8451f64c0be|0x1d6432aefeae2c0ff1393120541863822a4e6fa7
SWAP|UNI|0xcc4304a31d09258b0029ea7fe63d032f52e44efe|0xd90a1ba0cbaaaabfdc6c814cdf1611306a26e1f8
BUSD|UNI|0x4fabb145d64652a948d72533023f6e7a623c7c53|0x524847c615639e76fe7d0fe0b16be8c4eac9cf3c
$POLS|UNI|0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa|0xffa98a091331df4600f87c9164cd27e8a5cd2405
HAUT|UNI|0x3142dad33b1c6e1371d8627365f2ee2095eb6b37|0x2ea145788bfbab996d27df7a5ae972e4d85916b1
ALMX|UNI|0x25a3dcabbf0070cb8e5baaa62d576cf6643afb5b|0xe0181e77333408e203823ff26b02f295e52a910e
CANDY|UNI|0x50eb346fc29a80d97563a50146c3fcf9423b5538|0x96824a85aac3a2ccdd31f87ff76ae0de01002e01
COKE|UNI|0xa3a3f076413a362bb0d69eea1dc5b0e79c831edc|0xaff86eb23d266ce9925ef588ea9a9d310fccf3bf
BUGS|UNI|0xbc3ec4e491b835dce394a53e9a9a10ac19564839|0x015d859d0070e38f2970b1d1da274e2806aaebff
sDeFi|UNI|0xe1afe1fd76fd88f78cbf599ea1846231b8ba3b6b|0x3dea39dc7af480fe9b8cdaab9f934f8592ba3ade
ALPHA|UNI|0xa1faa113cbe53436df28ff0aee54275c13b40975|0x60b2cc2c6ecd3dd89b4fd76818ef83186e2f2931
WVG0|UNI|0x25c7b64a93eb1261e130ec21a3e9918caa38b611|0xd0f15bd0bd6e59cd2f8ca6b207fc0eaa70f38ef5
KP4R|UNI|0xa89ac6e529acf391cfbbd377f3ac9d93eae9664e|0x7ef85de60effb1ae1f2b50c88592804732bd89dc
IDLE|UNI|0x875773784af8135ea0ef43b5a374aad105c5d39e|0x29a9777da2bacd8c4a28b6fd8247c4ca4f098f12
